id,title,venue_name,venue_ids,author
meta:br/06101330995 doi:10.1038/s41467-019-14091-4,Inhibition Of Vascular Calcification By Inositol Phosphates Derivatized With Ethylene Glycol Oligomers,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Schantl, Antonia E.; Verhulst, Anja; Neven, Ellen; Behets, Geert J; D’Haese, Patrick C.; Maillard, Marc; Mordasini, David; Phan, Olivier; Burnier, Michel; Spaggiari, Dany; Decosterd, Laurent; MacAskill, Mark G; Alcaide-Corral, Carlos J.; Tavares, Adriana; Newby, David E.; Beindl, Victoria C.; Maj, Roberto; Labarre, Anne; Hegde, Chrismita; Castagner, Bastien; Ivarsson, Mattias E.; Leroux, Jean-Christophe"
meta:br/06101330120 doi:10.1108/01409171111136239,"The WTO, Marketing And Innovativeness Capabilities Of Vietnamese Firms",Management Research Review,meta:br/06101330359 issn:2040-8269,"Nguyen, Tho D.; Nguyen, Trang T.M."
meta:br/06101330709 doi:10.1038/s41467-020-14855-3,Gene Therapy Conversion Of Striatal Astrocytes Into GABAergic Neurons In Mouse Models Of Huntington’s Disease,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Wu, Zheng; Parry, Matthew; Hou, Xiao-Yi; Liu, Min-Hui; Wang, Hui; Cain, Rachel; Pei, Zi-Fei; Chen, Yu-Chen; Guo, Zi-Yuan; Sambangi, Abhijeet; Chen, Gong"
meta:br/06101330096 doi:10.1108/01409171111171492,Cluster‐based Global Firms' Use Of Local Capabilities,Management Research Review,meta:br/06101330359 issn:2040-8269,"Andersen, Poul Houman; Bøllingtoft, Anne"
meta:br/06101330076 doi:10.1108/01409171211195152,Encouraging CRM Systems Usage: A Study Among Bank Managers,Management Research Review,meta:br/06101330359 issn:2040-8269,"Vella, Joseph; Caruana, Albert"
meta:br/06101330840 doi:10.1038/s41467-020-14733-y,Topochemical Synthesis Of Different Polymorphs Of Polymers As A Paradigm For Tuning Properties Of Polymers,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Mohanrao, Raja; Hema, Kuntrapakam; Sureshan, Kana M"
meta:br/06101330976 doi:10.1038/s41467-020-14450-6,Liver Governs Adipose Remodelling Via Extracellular Vesicles In Response To Lipid Overload,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Zhao, Yue; Zhao, Meng-Fei; Jiang, Shan; Wu, Jing; Liu, Jia; Yuan, Xian-Wen; Shen, Di; Zhang, Jingzi; Zhou, Nan; He, Jian; Fang, Lei; Sun, Xitai; Xue, Bin; Li, Chao-Jun"
meta:br/06101330940 doi:10.1038/s41467-020-14557-w,Ultrafast 3D Printing With Submicrometer Features Using Electrostatic Jet Deflection,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Liashenko, Ievgenii; Rosell-Llompart, Joan; Cabot, Andreu"
meta:br/06101330074 doi:10.1108/01409171211195170,Corporate Sustainability: Historical Development And Reporting Practices,Management Research Review,meta:br/06101330359 issn:2040-8269,"Christofi, Andreas; Christofi, Petros; Sisaye, Seleshi"
meta:br/06101330975 doi:10.1038/s41467-020-14463-1,Chiral Terahertz Wave Emission From The Weyl Semimetal TaAs,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Gao, Y.; Kaushik, Sahal; Philip, Evan John; Li, Z.; Qin, Y.; Liu, Y. P.; Zhang, W. L.; Su, Y. L.; Chen, Xinzhong; Weng, Hongming; Kharzeev, D E; Liu, M. K.; Qi, J."
meta:br/06101330610 doi:10.1038/s41467-020-14967-w,Selective EMC Subunits Act As Molecular Tethers Of Intracellular Organelles Exploited During Viral Entry,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Bagchi, Parikshit; Torres, Mauricio; Qi, Ling; Tsai, Billy"
meta:br/06101330934 doi:10.1038/s41467-020-14595-4,H3K4 Methylation At Active Genes Mitigates Transcription-Replication Conflicts During Replication Stress,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Chong, Shin Yen; Cutler, Sam; Lin, Jing-Jer; Tsai, Cheng-Hung; Tsai, Huai-Kuang; Biggins, Sue; Tsukiyama, Toshio; Lo, Yi-Chen; Kao, Cheng-Fu"
meta:br/06101330116 doi:10.1108/01409171111146652,New Venture Strategies And Performance In A Catching‐Up Economy,Management Research Review,meta:br/06101330359 issn:2040-8269,"Deligianni, Ioanna; Voudouris, Irini"
meta:br/06101330994 doi:10.1038/s41467-020-14351-8,Inferring Structural Variant Cancer Cell Fraction,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Cmero, Marek; Pcawg Evolution And Heterogeneity Working Group; Yuan, Ke; Ong, Cheng Soon; Schröder, Jan; Corcoran, Niall M.; Papenfuss, Anthony; Hovens, C M; Markowetz, Florian; Macintyre, Geoff; Pcawg Consortium"
meta:br/06101330624 doi:10.1038/s41467-020-14843-7,Genome-wide Association And Multi-Omic Analyses Reveal ACTN2 As A Gene Linked To Heart Failure,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Arvanitis, Marios; 23andMe Research Team; Tampakakis, Emmanouil; Zhang, Yanxiao; Wang, Wei; Auton, Adam; Dutta, Diptavo; Glavaris, Stephanie; Keramati, Ali; Chatterjee, Nilanjan; Chi, Neil C; Ren, Bing; Post, Wendy S.; Battle, Alexis"
meta:br/06101330663 doi:10.1038/s41467-020-14891-z,The Genome Evolution And Low-Phosphorus Adaptation In White Lupin,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Xu, Weifeng; Zhang, Qian; Yuan, Wei; Xu, Feiyun; Muhammad Aslam, Mehtab; Miao, Rui; Li, Ying; Wang, Qianwen; Li, Xing; Zhang, Xin; Zhang, Kang; Xia, Tianyu; Cheng, Feng"
meta:br/06101330805 doi:10.1038/s41467-020-14762-7,Environmental Enrichment Ameliorates Perinatal Brain Injury And Promotes Functional White Matter Recovery,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Forbes, Thomas A.; Goldstein, E. A.; Dupree, Jeffrey L.; Jablonska, Beata; Scafidi, Joseph; Adams, Katrina L.; Imamura, Yuka; Hashimoto-Torii, Kazue; Gallo, Vittorio"
meta:br/06101330674 doi:10.1038/s41467-020-14828-6,Metal-organic Frameworks As Kinetic Modulators For Branched Selectivity In Hydroformylation,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Bauer, Gerald; Ongari, Daniele; Tiana, Davide; Gäumann, Patrick; Rohrbach, Thomas; Pareras, Gerard; Tarik, Mohamed; Smit, Berend; Ranocchiari, Marco"
meta:br/06101330700 doi:10.1038/s41467-020-14892-y,Mechanochemical Synthesis Of Pillar[5]Quinone Derived Multi-Microporous Organic Polymers For Radioactive Organic Iodide Capture And Storage,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Jie, Kecheng; Zhou, Yujuan; Sun, Qi; Li, Bo; Zhao, Run; Jiang, De-en; Guo, Wei; Chen, Hao; Yang, Zhenzhen; Huang, Feihe; Dai, Sheng"
meta:br/06101330848 doi:10.1038/s41467-020-14744-9,Controlled Depolymerization Of Cellulose By Light-Driven Lytic Polysaccharide Oxygenases,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Bissaro, Bastien; Kommedal, Eirik; Røhr, Åsmund K.; Eijsink, Vincent G H"
meta:br/06101330729 doi:10.1038/s41467-020-14794-z,"Structural Basis For Substrate Specificity And Catalysis Of Α1,6-Fucosyltransferase",Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"García-García, Ana; Ceballos-Laita, Laura; Serna, Sonia; Artschwager, Raik; Reichardt, Niels C.; Corzana, Francisco; Hurtado-Guerrero, Ramón"
meta:br/06101330005 doi:10.1108/01409171311315003,An Evaluation Of Corporate Governance Practices Of Islamic Banks Versus Islamic Bank Windows Of Conventional Banks,Management Research Review,meta:br/06101330359 issn:2040-8269,"Shahzad Bukhari, Khuram; Awan, Hayat M.; Ahmed, Faareha"
meta:br/06101330951 doi:10.1038/s41467-020-14613-5,Mechanistic Insight Into Carbon-Carbon Bond Formation On Cobalt Under Simulated Fischer-Tropsch Synthesis Conditions,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Weststrate, C. J. Kees-Jan; Sharma, Devyani; Garcia Rodriguez, Daniel; Gleeson, Michael A.; Fredriksson, Hans O. A.; Niemantsverdriet, J. W. Hans"
meta:br/06101330015 doi:10.1108/01409171311292234,Project Management Assets And Project Management Performance Outcomes,Management Research Review,meta:br/06101330359 issn:2040-8269,"Mathur, Gita; Jugdev, Kam; Shing Fung, Tak"
meta:br/06101330012 doi:10.1108/01409171311306427,Getting Real About ICT,Management Research Review,meta:br/06101330359 issn:2040-8269,"Fox, Stephen"
meta:br/06101330765 doi:10.1038/s41467-020-14826-8,Universal Slow Plasmons And Giant Field Enhancement In Atomically Thin Quasi-Two-Dimensional Metals,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Da Jornada, F H; Xian, Lede; Rubio, Angel; Louie, Steven G."
meta:br/06101330092 doi:10.1108/01409171111178756,Environmental Performance Measures For Supply Chains,Management Research Review,meta:br/06101330359 issn:2040-8269,"El Saadany, Ahmed M.A.; Jaber, Mohamad; Bonney, M."
meta:br/06101330980 doi:10.1038/s41467-020-14407-9,Estimating Growth Patterns And Driver Effects In Tumor Evolution From Individual Samples,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Salichos, Leonidas; Meyerson, William; Warrell, Jonathan; Gerstein, Mark"
meta:br/06101330916 doi:10.1038/s41467-019-14202-1,Maternal Paraben Exposure Triggers Childhood Overweight Development,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Leppert, Beate; Strunz, Sandra; Seiwert, Bettina; Schlittenbauer, Linda; Schlichting, Rita; Pfeiffer, Christiane; Röder, Stefan; Bauer, Mario; Borte, Michael; Stangl, Gabriele I; Schöneberg, Torsten; Schulz, Angela; Karkossa, Isabel; Rolle-Kampczyk, Ulrike; Thürmann, Loreen; Von Bergen, Martin; Escher, Beate I.; Junge, Kristin M.; Reemtsma, Thorsten; Lehmann, Irina; Polte, Tobias"
meta:br/06101330937 doi:10.1038/s41467-020-14563-y,PALB2 Chromatin Recruitment Restores Homologous Recombination In BRCA1-deficient Cells Depleted Of 53BP1,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Belotserkovskaya, Rimma; Raga Gil, Elisenda; Lawrence, Nicola; Butler, Richard; Clifford, Gillian; Wilson, Marcus D; Jackson, Stephen P"
meta:br/06101330308 issn:2040-8064 issn:2040-8056,Voluntary Sector Review,,,
meta:br/06101330696 doi:10.1038/s41467-020-14832-w,Interpreting Nanovoids In Atom Probe Tomography Data For Accurate Local Compositional Measurements,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Wang, Xing; Hatzoglou, Constantinos; Sneed, Brian; Fan, Zhe; Guo, Wei; Jin, Ke; Chen, Di; Bei, Hongbin; Wang, Yongqiang; Granberg, Fredric; Zhang, Yanwen; Gault, Baptiste; More, Karren; Vurpillot, François; Poplawsky, Jonathan"
meta:br/06101330538 doi:10.1038/s41467-020-14699-x,Aggravation Of Reactive Nitrogen Flow Driven By Human Production And Consumption In Guangzhou City China,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Dong, Yue; Xu, Linyu; Yang, Zhifeng; Zheng, Hanzhong; Chen, Lei"
meta:br/06101330072 doi:10.1108/01409171211210127,Antecedent And Consequence Factors Of CEO Turnover In Indonesia,Management Research Review,meta:br/06101330359 issn:2040-8269,"Lindrianasari,; Hartono, Jogiyanto"
meta:br/06101330686 doi:10.1038/s41467-020-14836-6,Multiple Network Properties Overcome Random Connectivity To Enable Stereotypic Sensory Responses,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Mittal, Aarush Mohit; Gupta, Diksha; Singh, Amrita; Lin, Andrew C; Gupta, Nitin"
meta:br/06101330526 doi:10.1038/s41467-020-15202-2,Author Correction: Characterizing Rare And Low-Frequency Height-Associated Variants In The Japanese Population,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Akiyama, Masato; Ishigaki, Kazuyoshi; Sakaue, Saori; Momozawa, Yukihide; Horikoshi, Momoko; Hirata, Makoto; Matsuda, Koichi; Ikegawa, Shiro; Takahashi, Atsushi; Kanai, Masahiro; Suzuki, Sadao; Matsui, Daisuke; Naito, Mariko; Yamaji, Taiki; Iwasaki, Motoki; Sawada, Norie; Tanno, Kozo; Sasaki, Makoto; Hozawa, Atsushi; Minegishi, Naoko; Wakai, Kenji; Tsugane, Shoichiro; Shimizu, Atsushi; Yamamoto, Masayuki; Okada, Yukinori; Murakami, Yoshinori; Kubo, Michiaki; Kamatani, Yoichiro"
meta:br/06101330969 doi:10.1038/s41467-020-14571-y,CMOS-based Bio-Image Sensor Spatially Resolves Neural Activity-Dependent Proton Dynamics In The Living Brain,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Horiuchi, Hiroshi; Agetsuma, Masakazu; Ishida, Junko; Nakamura, Yusuke; Cheung, Dennis Lawrence; Nanasaki, Shin; Kimura, Yasuyuki; Iwata, Tatsuya; Takahashi, Kazuhiro; Sawada, Kazuaki; Nabekura, Junichi"
meta:br/06101330533 doi:10.1038/s41467-020-15117-y,Gate Controlled Valley Polarizer In Bilayer Graphene,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Chen, Hao; Zhou, Pinjia; Liu, Jiawei; Qiao, Jiabin; Oezyilmaz, Barbaros; Martin, Jens"
meta:br/06101330602 doi:10.1038/s41467-020-14863-3,Efficient Bidirectional Piezo-Optomechanical Transduction Between Microwave And Optical Frequency,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Jiang, Wentao; Sarabalis, Christopher J.; Dahmani, Yanni D.; Patel, Rishi N.; Mayor, Felix M.; McKenna, Timothy P.; Van Laer, Raphaël; Safavi-Naeini, Amir H."
meta:br/06101330721 doi:10.1038/s41467-020-14765-4,Asian Dust-Storm Activity Dominated By Chinese Dynasty Changes Since 2000 BP,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Chen, Fahu; Chen, Shengqian; Zhang, Xu; Chen, Jianhui; Wang, Xin; Gowan, Evan J; Qiang, Mingrui; Dong, Guang-hui; Wang, Zongli; Li, Yuecong; Xu, Qinghai; Xu, Yangyang; Smol, John P; Liu, Jianbao"
meta:br/06101330676 doi:10.1038/s41467-020-14867-z,B38-CAP Is A Bacteria-Derived ACE2-like Enzyme That Suppresses Hypertension And Cardiac Dysfunction,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Minato, Takafumi; Nirasawa, Satoru; Sato, Teruki; Yamaguchi, Tomokazu; Hoshizaki, Midori; Inagaki, Tadakatsu; Nakahara, Kazuhiko; Yoshihashi, Tadashi; Ozawa, Ryo; Yokota, Saki; Natsui, Miyuki; Koyota, Souichi; Yoshiya, Taku; Yoshizawa-Kumagaye, Kumiko; Motoyama, Satoru; Gotoh, Takeshi; Nakaoka, Yoshikazu; Penninger, Josef M; Watanabe, Hiroyuki; Imai, Yumiko; Takahashi, Saori; Kuba, Keiji"
meta:br/06101330775 doi:10.1038/s41467-020-14503-w,Regular Perturbation On The Group-Velocity Dispersion Parameter For Nonlinear Fibre-Optical Communications,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Oliari, Vinicius; Agrell, Erik; Alvarado, Alex"
meta:br/06101330062 doi:10.1108/01409171211222377,The Role Of Agent Conscientiousness And Reciprocity Norm In Employee Layoff Decisions,Management Research Review,meta:br/06101330359 issn:2040-8269,"Li, Jin; Hung, Kuo-Ting; Tangpong, Chanchai"
meta:br/06101330536 doi:10.1038/s41467-020-14764-5,Vascular Progenitors Generated From Tankyrase Inhibitor-Regulated Naïve Diabetic Human iPSC Potentiate Efficient Revascularization Of Ischemic Retina,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Park, Tea Soon; Zimmerlin, Ludovic; Evans-Moses, Rebecca; Thomas, Justin; Huo, Jeffrey; Kanherkar, Riya; He, Alice; Ruzgar, Nensi; Grebe, Rhonda; Bhutto, Imran; Barbato, Michael; Koldobskiy, Michael A.; Lutty, Gerard; Zambidis, Elias T."
meta:br/06101330598 doi:10.1038/s41467-020-14974-x,Graph Embedding And Unsupervised Learning Predict Genomic Sub-Compartments From HiC Chromatin Interaction Data,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Ashoor, Haitham; Chen, Xiaowen; Rosikiewicz, Wojciech; Wang, Jiahui; Cheng, Albert Wu; Wang, Ping; Ruan, Yijun; Li, Sheng"
meta:br/06101330844 doi:10.1038/s41467-020-14690-6,Room-temperature Terahertz Anomalous Hall Effect In Weyl Antiferromagnet Mn3Sn Thin Films,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Matsuda, Takuya; Kanda, Natsuki; Higo, Tomoya; Armitage, N. P.; Nakatsuji, Satoru; Matsunaga, Ryusuke"
meta:br/06101330633 doi:10.1038/s41467-020-14947-0,One-dimensional Flat Bands In Twisted Bilayer Germanium Selenide,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Kennes, Dante; Xian, Lede; Claassen, Martin; Rubio, Angel"
meta:br/06101330009 doi:10.1108/01409171311314996,Knowledge Management In Islamic And Conventional Banks In The United Arab Emirates,Management Research Review,meta:br/06101330359 issn:2040-8269,"Cader, Yoosuf; Kathleen O'Neill, K.; Blooshi, Ayesha Ali; Bakheet Al Shouq, Amena Ali; Hussain Mohamed Fadaaq, Barra; Galal Ali, Farah"
meta:br/06101330688 doi:10.1038/s41467-020-14663-9,Complexity Control By Gradient Descent In Deep Networks,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Poggio, Tomaso; Liao, Qianli; Banburski, Andrzej"
meta:br/06101330718 doi:10.1038/s41467-020-14915-8,Photo Splitting Of Bio-Polyols And Sugars To Methanol And Syngas,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Wang, Min; Liu, Meijiang; Lu, Jianmin; Wang, Feng"
meta:br/06101330726 doi:10.1038/s41467-020-14711-4,Collaborative Interactions Of Heterogenous Ribonucleoproteins Contribute To Transcriptional Regulation Of Sterol Metabolism In Mice,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Zhang, Zhengyi; Feng, An-Chieh; Salisbury, David; Liu, Xin; Wu, Xiaohui; Kim, Jason; Lapina, Irina; Wang, Dan; Lee, Brennan; Fraga, Josue; Pan, Calvin; Williams, Kevin J.; Lusis, Aldons; Scumpia, Phil; Sallam, Tamer"
meta:br/06101330197 doi:10.1108/01409171011041893,Use Of Analytic Network Process In Selecting Knowledge Management Strategies,Management Research Review,meta:br/06101330359 issn:2040-8269,"Perçin, Selçuk"
meta:br/06101330167 doi:10.1108/01409171011083969,"Knowledge Management, Supply Chain Technologies, And Firm Performance",Management Research Review,meta:br/06101330359 issn:2040-8269,"Collins, Jamie D.; Worthington, William J.; Reyes, Pedro M.; Romero, Marisabel"
meta:br/06101330794 doi:10.1038/s41467-020-14726-x,Author Correction: The Ubiquitin Ligase UBR5 Suppresses Proteostasis Collapse In Pluripotent Stem Cells From Huntington’s Disease Patients,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Koyuncu, Seda; Saez, Isabel; Lee, Hyun Ju; Gutierrez-Garcia, Ricardo; Pokrzywa, Wojciech; Fatima, Azra; Hoppe, Thorsten; Vilchez, David"
meta:br/06101330879 doi:10.1038/s41467-020-14660-y,Machine-learning-assisted Insight Into Spin Ice Dy2Ti2O7,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Samarakoon, Anjana; Barros, Kipton; Li, Ying Wai; Eisenbach, Markus; Zhang, Qiang; Ye, Feng; Sharma, V.; Dun, Zhiling; Zhou, Haidong; Grigera, Santiago A; Batista, C. D.; Tennant, D.A"
meta:br/06101330566 doi:10.1038/s41467-020-14986-7,Directed Self-Assembly Of Viologen-Based 2D Semiconductors With Intrinsic UV–SWIR Photoresponse After Photo/Thermo Activation,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Yu, Xiao-Qing; Sun, Cai; Liu, Bin-Wen; Wang, Ming-Sheng; Guo, Guo-Cong"
meta:br/06101330059 doi:10.1108/01409171211222386,Technological Imperatives In The Internationalization Process,Management Research Review,meta:br/06101330359 issn:2040-8269,"Sedoglavich, Vesna"
